lemma,part_of_speech,antonyms
tunefully,adverb,unmelodiously
typically,adverb,atypically
unacceptably,adverb,acceptably
unambiguously,adverb,ambiguously
unambitiously,adverb,ambitiously
unappealingly,adverb,appealingly
unappreciatively,adverb,gratefully
unashamedly,adverb,ashamedly
unassertively,adverb,assertively
unattractively,adverb,attractively
unbecomingly,adverb,decorously
unbelievably,adverb,credibly
unbelievingly,adverb,credulously
unceremoniously,adverb,ceremoniously
uncertainly,adverb,steadily
uncharacteristically,adverb,characteristically
unchivalrously,adverb,chivalrously
uncivilly,adverb,civilly
unco,adverb,unremarkably
uncomfortably,adverb,comfortably
uncomparably,adverb,comparably
uncomplainingly,adverb,complainingly
unconditionally,adverb,conditionally
unconsciously,adverb,consciously
unconstitutionally,adverb,constitutionally
uncontroversially,adverb,controversially
unconventionally,adverb,conventionally
unconvincingly,adverb,convincingly
uncritically,adverb,critically
undecipherably,adverb,legibly
undemocratically,adverb,democratically
undependably,adverb,faithfully
understandably,adverb,unintelligibly
undeservedly,adverb,deservedly
undiplomatically,adverb,diplomatically
undramatically,adverb,dramatically
unemotionally,adverb,emotionally
unenthusiastically,adverb,enthusiastically
unequally,adverb,evenly
unequivocally,adverb,ambiguously
unethically,adverb,ethically
unevenly,adverb,evenly
unexcitingly,adverb,excitingly
unexpectedly,adverb,deliberately
unfairly,adverb,fairly
unfaithfully,adverb,faithfully
unfashionably,adverb,fashionably
unfavorably,adverb,favorably
unfavourably,adverb,favorably
unfeelingly,adverb,feelingly
unfeignedly,adverb,insincerely
unforgettably,adverb,unmemorably
unforgivably,adverb,excusably
unforgivingly,adverb,forgivingly
unfortunately,adverb,fortunately
ungracefully,adverb,graciously
ungraciously,adverb,graciously
ungrammatically,adverb,grammatically
ungratefully,adverb,gratefully
ungrudgingly,adverb,grudgingly
unhappily,adverb,happily
unhelpfully,adverb,helpfully
unhesitatingly,adverb,hesitantly
unhurriedly,adverb,hurriedly
unhygienically,adverb,hygienically
unilaterally,adverb,multilaterally
unimaginatively,adverb,imaginatively
unimpressively,adverb,impressively
uninformatively,adverb,informatively
uninstructively,adverb,informatively
unintelligently,adverb,intelligently
unintelligibly,adverb,intelligibly
unintentionally,adverb,intentionally
uninterestingly,adverb,interestingly
unjustifiably,adverb,justifiably
unjustly,adverb,justly
unknowingly,adverb,wittingly
unlawfully,adverb,lawfully
unluckily,adverb,fortunately
unmanageably,adverb,manageably
unmanfully,adverb,manfully
unmelodiously,adverb,melodiously
unmemorably,adverb,memorably
unmindfully,adverb,mindfully
unmusically,adverb,musically
unnaturally,adverb,naturally
unnecessarily,adverb,necessarily
unnoticeably,adverb,perceptibly
unobtrusively,adverb,obtrusively
unofficially,adverb,officially
unpalatably,adverb,palatably
unpardonably,adverb,excusably
unpatriotically,adverb,patriotically
unpleasantly,adverb,pleasantly
unprecedentedly,adverb,precedentedly
unpretentiously,adverb,pretentiously
unproductively,adverb,productively
unprofitably,adverb,productively
unpropitiously,adverb,auspiciously
unquietly,adverb,quietly
unreadably,adverb,legibly
unrealistically,adverb,realistically
unreasonably,adverb,reasonably
unrecognizably,adverb,recognizably
unreliably,adverb,faithfully
unremarkably,adverb,remarkably
unrepentantly,adverb,penitently
unrighteously,adverb,righteously
unromantically,adverb,romantically
unsatisfactorily,adverb,satisfactorily
unseasonably,adverb,seasonably
unselfconsciously,adverb,self-consciously
unselfishly,adverb,selfishly
unsentimentally,adverb,sentimentally
unsmilingly,adverb,smilingly
unsociably,adverb,sociably
unsportingly,adverb,sportingly
unsteadily,adverb,steadily
unsuccessfully,adverb,successfully
unsuitably,adverb,appropriately
unsymmetrically,adverb,symmetrically
unsympathetically,adverb,sympathetically
unsystematically,adverb,systematically
unthinkingly,adverb,thoughtfully
untruthfully,adverb,truthfully
untypically,adverb,typically
ununderstandably,adverb,intelligibly
unusually,adverb,unremarkably
unwarily,adverb,warily
unwillingly,adverb,willingly
unwisely,adverb,wisely
unwittingly,adverb,wittingly
up the stairs,adverb,downstairs
uprightly,adverb,dishonorably
upriver,adverb,downriver
upwardly,adverb,down
upwards,adverb,down
usefully,adverb,uselessly
uselessly,adverb,usefully
usually,adverb,remarkably
venally,adverb,honestly
very loudly,adverb,pianissimo
very softly,adverb,fortissimo
violently,adverb,nonviolently
virtuously,adverb,immorally
visibly,adverb,invisibly
volitionally,adverb,unwillingly
voluntarily,adverb,involuntarily
warily,adverb,unwarily
wholly,adverb,partly
willingly,adverb,unwillingly
wisely,adverb,foolishly
within,adverb,outside
wittingly,adverb,unwittingly
woodenly,adverb,graciously
wrongly,adverb,correctly
yea,noun,nay
yieldingly,adverb,disobediently
abidance,noun,nonconformity
abience,noun,adience
ability,noun,inability
abnormalcy,noun,normality
abnormality,noun,normality
abruptness,noun,gradualness
absence,noun,presence
absorbency,noun,nonabsorbency
abstainer,noun,drinker
abstracter,adjective,concrete
abstractness,noun,concreteness
abstruseness,noun,clarity
abundance,noun,scarcity
ac,noun,direct current
acanthopterygian,noun,soft-finned fish
acapnia,noun,hypercapnia
acceleration,noun,deceleration
accelerator,noun,anticatalyst
acceptability,noun,unacceptability
acceptableness,noun,unacceptability
acceptance,noun,rejection
accessibility,noun,inaccessibility
acclaim,verb,boo
acclivity,noun,descent
accord,noun,disagreement
accrual basis,noun,cash basis
accuracy,noun,inaccuracy
achiever,noun,loser
achromatic color,noun,chromatic color
achromatic colour,noun,chromatic color
achromaticity,noun,color
achromatism,noun,color
acidity,noun,alkalinity
acquaintance,noun,stranger
acquiring,verb,lose
acquittal,noun,conviction
acrocarp,noun,pleurocarp
acrocarpous moss,noun,pleurocarp
act,verb,refrain
action,noun,inaction
activation,noun,inactivation
activator,noun,inhibitor
active trust,noun,passive trust
active voice,noun,passive voice
activeness,noun,inaction
activity,noun,inactivity
acts,verb,refrain
actual sin,noun,original sin
acuteness,noun,obtuseness
adaptability,noun,unadaptability
add,verb,take away
addition,noun,subtraction
adduct,verb,abduct
adequacy,noun,inadequacy
adequateness,noun,inadequacy
adience,noun,abience
admissibility,noun,inadmissibility
adult female,noun,man
adult male,noun,woman
advancement,noun,retreat
advantage,noun,disadvantage
advantage,verb,disadvantage
advantageousness,noun,unfavorableness
adversary,noun,agonist
advisability,noun,inadvisability
aesthesia,noun,insensibility
affectedness,noun,unaffectedness
affinity,noun,consanguinity
affirmation,noun,reversal
affirmed,verb,negate
age,verb,rejuvenate
agitation,noun,calmness
agonist,noun,antagonist
agreeability,noun,disagreeableness
agreeableness,noun,disagreeableness
agreement,noun,disagreement
aimlessness,noun,purposefulness
air mail,noun,surface mail
alignment,noun,nonalignment
alikeness,noun,unlikeness
alinement,noun,nonalignment
aliquant,noun,aliquot
aliquant part,noun,aliquot
aliquot part,noun,aliquant
aliveness,noun,inanimateness
alkalinity,noun,acidity
alliance,noun,nonalignment
allies,noun,foe
allogamy,noun,autogamy
allopathy,noun,homeopathy
allopatry,noun,sympatry
ally,noun,foe
also-ran,noun,winner
alterability,noun,unalterability
alternating current,noun,direct current
alternating electric current,noun,direct current
alto relievo,noun,low relief
alto rilievo,noun,low relief
altruism,noun,egoism
am,verb,differ
ambiguity,noun,unambiguity
ambiversion,noun,extraversion
amends,verb,worsen
amenities,noun,disagreeableness
amenity,noun,disagreeableness
amiability,noun,ill humor
amyotonia,noun,tonicity
anabolism,noun,catabolism
analogy,noun,apophatism
analphabetism,noun,literacy
analysis,noun,synthesis
analytic thinking,noun,synthesis
anamorphism,noun,katamorphism
anaphrodisia,noun,aphrodisia
anapsid,noun,diapsid
anapsid reptile,noun,diapsid
anastalsis,noun,peristalsis
ancestor,noun,descendant
anestrum,noun,estrus
anestrus,noun,estrus
anglophilia,noun,Anglophobia
anglophobia,noun,Anglophilia
angularity,noun,roundness
animateness,noun,inanimateness
anisotropy,noun,isotropy
anode,noun,cathode
anoestrum,noun,estrus
anoestrus,noun,estrus
anovulation,noun,ovulation
answer,noun,question
antagonist,noun,agonist
antapex,noun,apex
antecedence,noun,posteriority
antecedency,noun,posteriority
anteriority,noun,posteriority
anticatalyst,noun,catalyst
anticyclone,noun,cyclone
antinode,noun,node
antitype,noun,type
antonym,noun,synonym
apex,noun,antapex
apex of the sun's way,noun,antapex
aphelion,noun,perihelion
aphrodisia,noun,anaphrodisia
apoapsis,noun,periapsis of periapsis
apogee,noun,perigee
apojove,noun,perijove
apolune,noun,periselene
apophatism,noun,cataphatism
aposelene,noun,periselene
apparel,verb,undress
appeal,verb,repel
appearance,noun,disappearance
appearing,verb,disappear
appetisingness,noun,unappetizingness
appetizingness,noun,unappetizingness
applicability,noun,inapplicability
appositeness,noun,inaptness
appreciation,noun,depreciation
approachability,noun,unapproachability
approbation,noun,disapprobation
appropriateness,noun,inappropriateness
approval,noun,disapproval
aptitude,noun,inaptitude
aptness,noun,inaptness
arabic numeral,noun,Roman numeral
are,verb,differ
arianism,noun,Athanasianism
aridity,noun,fruitfulness
arm,verb,disarm
armament,noun,disarming
arming,noun,disarming
arming,verb,disarm
arms,verb,disarm
arranging,verb,disarrange
artefact,noun,natural object
artfulness,noun,artlessness
artifact,noun,natural object
artificial language,noun,natural language
artiodactyl mammal,noun,odd-toed ungulate
artlessness,noun,artfulness
ascending node,noun,descending node
ascension,noun,fall
ascent,noun,descent
asking,verb,obviate
asperity,noun,dullness
assemblage,noun,disassembly
assembling,verb,disassemble
assembly,noun,disassembly
assent,verb,dissent
assenting,verb,dissent
asset,noun,liability
assets,noun,liability
association,noun,disassociation
assortative mating,noun,disassortative mating
astigmatism,noun,stigmatism
astigmia,noun,stigmatism
asymmetry,noun,symmetry
asynchronism,noun,synchronism
asynchronous operation,noun,synchronous operation
asynchrony,noun,synchronism
athanasianism,noun,Arianism
atheism,noun,theism
atomic theory,noun,holism
atomism,noun,holism
atomist theory,noun,holism
atomistic theory,noun,holism
atonalism,noun,tonality
atonality,noun,tonality
atonia,noun,tonicity
atonicity,noun,tonicity
atony,noun,tonicity
attack,verb,defend
attendance,noun,nonattendance
attending,noun,inattention
attending,verb,miss
attention,noun,inattention
attentiveness,noun,inattentiveness
attire,verb,underdress down
attraction,noun,repulsion
attractive force,noun,repulsion
attractiveness,noun,unattractiveness
atypicality,noun,typicality
audibility,noun,inaudibility
audibleness,noun,inaudibility
augmentation,noun,diminution
aunt,noun,uncle
auntie,noun,uncle
aunty,noun,uncle
aurora,noun,sunset
auspiciousness,noun,inauspiciousness
autogamy,noun,allogamy
autumnal equinox,noun,vernal equinox
availability,noun,inaccessibility
availableness,noun,inaccessibility
avoirdupois,noun,leanness
awakening,verb,cause to sleep asleep
awareness,noun,incognizance
away game,noun,home game
awkwardness,noun,gracefulness
babble,verb,keep quiet
babbling,verb,keep quiet
back burner,noun,front burner
back end,noun,front
background,verb,foreground up
backgrounding,verb,foreground up
backhander,adjective,forehand
backing,verb,advance
backside,noun,front
bad egg,noun,good egg
bad guy,noun,good guy
bad luck,noun,good fortune luck
bad person,noun,good person
bad weather,noun,good weather
badness,noun,good
balance,noun,imbalance
balance,verb,unbalance
balancing,verb,unbalance
balefulness,noun,beneficence
bank,verb,withdraw
banking,verb,withdraw
banks,verb,withdraw
bar,verb,unbar
barf,verb,keep down
baring,verb,unbar
barrenness,noun,fruitfulness
barring,verb,unbar
bars,verb,unbar
bas relief,noun,high relief
baseball diamond,noun,outfield
basso relievo,noun,high relief
basso rilievo,noun,high relief
be,verb,differ
bear,noun,bull
beauty,noun,ugliness
becomingness,noun,unbecomingness
bed,verb,get up out
bedding,verb,get up out
begetter,noun,mother parent
begin,verb,end
being,noun,nonbeing
being,verb,differ
beingness,noun,nonbeing
belief,noun,unbelief
believability,noun,incredibility
believing,verb,disbelieve
belt,verb,unbelt
belting,verb,unbelt
bend,verb,straighten
bending,verb,straighten
bends,verb,straighten
beneficence,noun,maleficence
benevolence,noun,malevolence
benignancy,noun,malignity
benignity,noun,malignity
bigness,noun,smallness
bind,verb,unbind
biodegradable pollution,noun,nonbiodegradable pollution
birth,noun,death
blackening,verb,whiten
blacking,verb,whiten
blackness,noun,white
blessing,noun,disapproval
blessing,verb,curse
blinder,adjective,sighted
blitheness,noun,cheerlessness
block,verb,unstuff
blocking,verb,unstuff
blood brother,noun,sister
blood kinship,noun,affinity
blow,verb,conserve
blowing,verb,conserve
blubber,noun,leanness
blunt file,noun,taper file
bluntness,noun,sharpness
blur,verb,focus
blurriness,noun,distinctness
board,verb,get off
boarding,noun,disembarkation
boarding,verb,get off
boarding school,noun,day school
boards,verb,get off
bodoni,noun,old style
bodoni font,noun,old style
boil,verb,freeze
boldness,noun,timidity
bomb,verb,pass
bombing,verb,pass
boo,verb,applaud
bore,verb,interest
borrower,noun,lender
borrowing,verb,lend
botany,noun,fauna
bottom of the inning,noun,top
bounce,verb,clear
bounded interval,noun,open interval
boundedness,noun,infiniteness
boundlessness,noun,finiteness
box,verb,unbox
boxing,verb,unbox
boy,noun,female child
boycott,verb,patronize
brace,verb,sedate-energize-energise
braces,verb,sedate-energize-energise
braid,verb,unbraid
braiding,verb,unbraid
brand-name drug,noun,generic drug
braveness,noun,cowardice
bravery,noun,cowardice
breach,verb,keep
break,verb,repair to
break of day,noun,sunset
break of the day,noun,sunset
breakableness,noun,unbreakableness
breaking,verb,repair to
brethren,noun,sister
bridle,verb,unbridle
brightness,noun,dullness
brine,noun,fresh water
bringing,verb,take away
broad-mindedness,noun,narrow-mindedness
broadening,noun,narrowing
broadening,verb,specialize
broadness,noun,narrowness
brother,noun,sister
buckle,verb,unbuckle
bulk,noun,minority
bull,noun,bear
bump,verb,promote
burden,verb,unburden
burst,verb,implode
burthen,verb,unburden
burying,verb,remember
bushel,verb,break
butterball,noun,thin person
button,verb,unbutton
